actor,weibo_name,follower,weibo_score
利路修,利路修-Lelush,"利路修-Lelush
粉丝：417.8万 | 腾讯视频《创造营2021》学员
V指数 文娱领域 73.35分","利路修-Lelush
粉丝：417.8万 | 腾讯视频《创造营2021》学员
V指数 文娱领域 73.35分"
俞飞鸿,俞飞鸿工作室,"俞飞鸿工作室
俞飞鸿工作室官方微博
粉丝：35.3万","俞飞鸿工作室
俞飞鸿工作室官方微博
粉丝：35.3万"
池忆,易安音乐社-池忆,"易安音乐社-池忆
粉丝：124.9万 | 易安音乐社成员池忆
V指数 文娱领域 63.40分","易安音乐社-池忆
粉丝：124.9万 | 易安音乐社成员池忆
V指数 文娱领域 63.40分"
蒋璐霞,蒋璐霞JLX,"蒋璐霞JLX
粉丝：362.8万 | 尔光影业签约艺人 代表作《红海行动》、《特战荣耀》
V指数 文娱领域 46.64分","蒋璐霞JLX
粉丝：362.8万 | 尔光影业签约艺人 代表作《红海行动》、《特战荣耀》
V指数 文娱领域 46.64分"
周杰伦,周杰伦中文网JayCn,"周杰伦中文网JayCn
周杰伦中文网JayCn官方微博
粉丝：361万","周杰伦中文网JayCn
周杰伦中文网JayCn官方微博
粉丝：361万"
杨树林,杨树林团长,"杨树林团长
二人转演员 杨冰
粉丝：66.9万","杨树林团长
二人转演员 杨冰
粉丝：66.9万"
吴昊泽,演员吴昊泽,"演员吴昊泽
粉丝：411.2万 | 上海飞宝文化传媒有限公司演员
V指数 文娱领域 33.44分","演员吴昊泽
粉丝：411.2万 | 上海飞宝文化传媒有限公司演员
V指数 文娱领域 33.44分"
赵雅芝,赵雅芝,"赵雅芝
粉丝：1138.3万 | 影视明星赵雅芝
V指数 文娱领域 64.86分","赵雅芝
粉丝：1138.3万 | 影视明星赵雅芝
V指数 文娱领域 64.86分"
尹正,尹正,"尹正
粉丝：915万 | 演员
V指数 文娱领域 75.15分","尹正
粉丝：915万 | 演员
V指数 文娱领域 75.15分"
杨天翔,杨天翔,"杨天翔
粉丝：245.6万 | 729声工场 配音演员 杨天翔
声动视界计划","杨天翔
粉丝：245.6万 | 729声工场 配音演员 杨天翔
声动视界计划"
邓凯,邓凯-Kai,"邓凯-Kai
粉丝：118.5万 | 演员 代表作电视剧《暗恋橘生淮南》
V指数 文娱领域 70.96分","邓凯-Kai
粉丝：118.5万 | 演员 代表作电视剧《暗恋橘生淮南》
V指数 文娱领域 70.96分"
圻夏夏,No weibo account,No weibo account,No weibo account
程小蒙,程小蒙serena,"程小蒙serena
演员
粉丝：289.3万","程小蒙serena
演员
粉丝：289.3万"
文淇,演员文淇,"演员文淇
粉丝：878.9万 | 金马女配得主 作品《嘉年华》《血观音》
V指数 文娱领域 47.79分","演员文淇
粉丝：878.9万 | 金马女配得主 作品《嘉年华》《血观音》
V指数 文娱领域 47.79分"
张若昀,张若昀,"张若昀
粉丝：2735.2万 | 演员张若昀
V指数 文娱领域 78.08分","张若昀
粉丝：2735.2万 | 演员张若昀
V指数 文娱领域 78.08分"
马正阳,NAOKI煦,"NAOKI煦
粉丝：142.9万 | 《我是特优声》声音演员 马正阳
V指数 动漫领域 86.64分","NAOKI煦
粉丝：142.9万 | 《我是特优声》声音演员 马正阳
V指数 动漫领域 86.64分"
张纯烨,张纯烨微博,"张纯烨微博
江苏卫视主持人
粉丝：173.8万","张纯烨微博
江苏卫视主持人
粉丝：173.8万"
刘涛,刘涛tamia,"刘涛tamia
粉丝：4383.4万 | 演员刘涛
V指数 文娱领域 86.10分","刘涛tamia
粉丝：4383.4万 | 演员刘涛
V指数 文娱领域 86.10分"
龙吟,No weibo account,No weibo account,No weibo account
康震,北师大康震,"北师大康震
粉丝：41.2万 | 北师大教授康震
V指数 读书作家领域 52.72分","北师大康震
粉丝：41.2万 | 北师大教授康震
V指数 读书作家领域 52.72分"
老狼,老狼,"老狼
粉丝：121万 | 歌手，音乐人。代表作《同桌的你》，《睡在我上铺的兄弟》等
V指数 文娱领域 57.18分","老狼
粉丝：121万 | 歌手，音乐人。代表作《同桌的你》，《睡在我上铺的兄弟》等
V指数 文娱领域 57.18分"
安悦溪,安悦溪,"安悦溪
粉丝：517.6万 | 演员，代表作品《花千骨》《青春派》
V指数 文娱领域 59.70分","安悦溪
粉丝：517.6万 | 演员，代表作品《花千骨》《青春派》
V指数 文娱领域 59.70分"
杨颖,angelababy,"angelababy
粉丝：1.05亿 | 演员、艺人杨颖
V指数 文娱领域 92.89分","angelababy
粉丝：1.05亿 | 演员、艺人杨颖
V指数 文娱领域 92.89分"
刘宇宁,摩登兄弟刘宇宁,"摩登兄弟刘宇宁
粉丝：1752.8万 | 歌手、演员 超话粉丝大咖（摩登兄弟超话）
《安乐传》主演","摩登兄弟刘宇宁
粉丝：1752.8万 | 歌手、演员 超话粉丝大咖（摩登兄弟超话）
《安乐传》主演"
南笙,南笙,"南笙
粉丝：429万 | 演员
V指数 文娱领域 48.30分","南笙
粉丝：429万 | 演员
V指数 文娱领域 48.30分"
陈妍希,陳妍希michelle,"陳妍希michelle
粉丝：1510.1万 | 演员陳妍希
V指数 文娱领域 79.39分","陳妍希michelle
粉丝：1510.1万 | 演员陳妍希
V指数 文娱领域 79.39分"
米热,米热MERXAT,"米热MERXAT
粉丝：626.2万 | 欢娱影视签约演员米热，代表作《鬓边不是海棠红》、《祝卿好》等
V指数 文娱领域 55.01分","米热MERXAT
粉丝：626.2万 | 欢娱影视签约演员米热，代表作《鬓边不是海棠红》、《祝卿好》等
V指数 文娱领域 55.01分"
关畅,No weibo account,No weibo account,No weibo account
王天辰,不停锻炼的王天辰,"不停锻炼的王天辰
粉丝：248万 | 演员王天辰，代表作《芳华》、《归去来》
V指数 文娱领域 56.77分","不停锻炼的王天辰
粉丝：248万 | 演员王天辰，代表作《芳华》、《归去来》
V指数 文娱领域 56.77分"
张韶涵,张韶涵,"张韶涵
粉丝：1966.8万 | 台湾歌手
V指数 文娱领域 79.29分","张韶涵
粉丝：1966.8万 | 台湾歌手
V指数 文娱领域 79.29分"
巴扎黑,No weibo account,No weibo account,No weibo account
佟大为,佟大为,"佟大为
粉丝：2698.3万 | 演员
V指数 文娱领域 67.02分","佟大为
粉丝：2698.3万 | 演员
V指数 文娱领域 67.02分"
胡兵,胡兵,"胡兵
粉丝：1317万 | 艺人，名模，时尚达人 知名娱乐博主
V指数 文娱领域 42.99分","胡兵
粉丝：1317万 | 艺人，名模，时尚达人 知名娱乐博主
V指数 文娱领域 42.99分"
王紫逸,No weibo account,No weibo account,No weibo account
张涛,张涛Aaron,"张涛Aaron
2007年《绝对唱响》冠军 歌手 张涛
粉丝：7760","张涛Aaron
2007年《绝对唱响》冠军 歌手 张涛
粉丝：7760"
林峯,林峯,"林峯
粉丝：901.8万 | 香港歌影視藝人林峯，代表作《寻秦记》、《使徒行者》
V指数 文娱领域 49.03分","林峯
粉丝：901.8万 | 香港歌影視藝人林峯，代表作《寻秦记》、《使徒行者》
V指数 文娱领域 49.03分"
邱鼎杰,邱鼎杰_kipuka,"邱鼎杰_kipuka
粉丝：11.9万 | 演员
V指数 颜值领域 55.60分","邱鼎杰_kipuka
粉丝：11.9万 | 演员
V指数 颜值领域 55.60分"
鲁白,No weibo account,No weibo account,No weibo account
张子枫,张子枫,"张子枫
粉丝：1539.4万 | 演员
V指数 文娱领域 80.68分","张子枫
粉丝：1539.4万 | 演员
V指数 文娱领域 80.68分"
翟昱霖,No weibo account,No weibo account,No weibo account
宝木中阳,cucn201宝木中阳,"cucn201宝木中阳
宝木中阳 《搞笑漫画日和》系列配音员
粉丝：133.7万","cucn201宝木中阳
宝木中阳 《搞笑漫画日和》系列配音员
粉丝：133.7万"
孙茜,孙茜,"孙茜
粉丝：585.7万 | 国家一级演员 “它基金”理事
V指数 文娱领域 54.57分","孙茜
粉丝：585.7万 | 国家一级演员 “它基金”理事
V指数 文娱领域 54.57分"
马虎,No weibo account,No weibo account,No weibo account
蓝盈莹,蓝盈莹Lyric,"蓝盈莹Lyric
粉丝：1305.1万 | 演员
V指数 文娱领域 68.44分","蓝盈莹Lyric
粉丝：1305.1万 | 演员
V指数 文娱领域 68.44分"
王砚辉,演员王砚辉,"演员王砚辉
粉丝：101.3万 | 演员，代表作《光荣的愤怒》《 李米的猜想》
V指数 文娱领域 28.85分","演员王砚辉
粉丝：101.3万 | 演员，代表作《光荣的愤怒》《 李米的猜想》
V指数 文娱领域 28.85分"
张海宇,张海宇Patrick,"张海宇Patrick
粉丝：502.8万 | 演员
V指数 文娱领域 67.33分","张海宇Patrick
粉丝：502.8万 | 演员
V指数 文娱领域 67.33分"
陈若仪,陳若儀Kellycupcake,"陳若儀Kellycupcake
Kimi妈咪
粉丝：80.6万","陳若儀Kellycupcake
Kimi妈咪
粉丝：80.6万"
阚清子,阚清子,"阚清子
粉丝：1545万 | 演员，代表作《璀璨人生》《麻雀》《惊蛰》《亲爱的自己》等
V指数 文娱领域 79.55分","阚清子
粉丝：1545万 | 演员，代表作《璀璨人生》《麻雀》《惊蛰》《亲爱的自己》等
V指数 文娱领域 79.55分"
左林杰,左林杰,"左林杰
粉丝：300.7万 | 演员、歌手 左林杰
V指数 文娱领域 60.69分","左林杰
粉丝：300.7万 | 演员、歌手 左林杰
V指数 文娱领域 60.69分"
杨馥羽,杨馥羽,"杨馥羽
演员 代表作《妖怪们的妖怪店》
粉丝：70.4万","杨馥羽
演员 代表作《妖怪们的妖怪店》
粉丝：70.4万"
吕书君,No weibo account,No weibo account,No weibo account
王路晴,王路晴LQ,"王路晴LQ
粉丝：276.6万 | 演员 代表作《来到你的世界》
V指数 文娱领域 64.01分","王路晴LQ
粉丝：276.6万 | 演员 代表作《来到你的世界》
V指数 文娱领域 64.01分"
陈楚河,陈楚河的楚河,"陈楚河的楚河
粉丝：205.9万 | 台湾演员陈楚河，代表作：大灌篮、命中注定我爱你、夏家三千金
V指数 文娱领域 10.08分","陈楚河的楚河
粉丝：205.9万 | 台湾演员陈楚河，代表作：大灌篮、命中注定我爱你、夏家三千金
V指数 文娱领域 10.08分"
尹烨,尹烨,"尹烨
粉丝：106.3万 | 华大集团CEO
视频号知识榜第68名","尹烨
粉丝：106.3万 | 华大集团CEO
视频号知识榜第68名"
吴京,吳京,"吳京
粉丝：1455.2万 | 演员
V指数 文娱领域 81.18分","吳京
粉丝：1455.2万 | 演员
V指数 文娱领域 81.18分"
宝妹,No weibo account,No weibo account,No weibo account
蒋梦婕,蒋梦婕,"蒋梦婕
粉丝：802万 | 演员，代表作《新红楼梦》《三少爷的剑》《春娇救志明》等
V指数 文娱领域 60.27分","蒋梦婕
粉丝：802万 | 演员，代表作《新红楼梦》《三少爷的剑》《春娇救志明》等
V指数 文娱领域 60.27分"
贾平凹,贾平凹,"贾平凹
作家
粉丝：26.4万","贾平凹
作家
粉丝：26.4万"
倪虹洁,倪虹洁,"倪虹洁
粉丝：306.7万 | 演员倪虹洁
V指数 文娱领域 38.92分","倪虹洁
粉丝：306.7万 | 演员倪虹洁
V指数 文娱领域 38.92分"
呼兰,No weibo account,No weibo account,No weibo account
李文婷,No weibo account,No weibo account,No weibo account
王祖蓝,王祖藍,"王祖藍
粉丝：4520.3万 | 演员、歌手、主持人
V指数 文娱领域 46.01分","王祖藍
粉丝：4520.3万 | 演员、歌手、主持人
V指数 文娱领域 46.01分"
谷爱凌,青蛙公主爱凌,"青蛙公主爱凌
粉丝：652.9万 | 自由式滑雪世界冠军
V指数 体育领域 60.13分","青蛙公主爱凌
粉丝：652.9万 | 自由式滑雪世界冠军
V指数 体育领域 60.13分"
经超,经超经超,"经超经超
粉丝：639.1万 | 演员，代表作品《如懿传》《解密》《暗黑者》等
V指数 文娱领域 32.92分","经超经超
粉丝：639.1万 | 演员，代表作品《如懿传》《解密》《暗黑者》等
V指数 文娱领域 32.92分"
刘旭威,-刘旭威,"-刘旭威
大白小黑影视签约演员
粉丝：77.5万","-刘旭威
大白小黑影视签约演员
粉丝：77.5万"
常斌,常斌Brian,"常斌Brian
粉丝：121.1万 | 耀客传媒签约演员，作品《完美的他》《吃定可爱的他》
V指数 文娱领域 30.01分","常斌Brian
粉丝：121.1万 | 耀客传媒签约演员，作品《完美的他》《吃定可爱的他》
V指数 文娱领域 30.01分"
孙伊涵,孙伊涵Annie,"孙伊涵Annie
粉丝：688万 | 演员，作品《我心雀跃》。
V指数 文娱领域 71.43分","孙伊涵Annie
粉丝：688万 | 演员，作品《我心雀跃》。
V指数 文娱领域 71.43分"
袁姗姗,袁姗姗,"袁姗姗
粉丝：3008.7万 | 演员，代表作《煎饼侠》《国民大生活》《宫锁珠帘》等
《出发！趣野吧》嘉宾","袁姗姗
粉丝：3008.7万 | 演员，代表作《煎饼侠》《国民大生活》《宫锁珠帘》等
《出发！趣野吧》嘉宾"
苏童,苏童·,"苏童·
中国南方航空股份有限公司 乘务员
粉丝：987","苏童·
中国南方航空股份有限公司 乘务员
粉丝：987"
杨舒,杨舒SuSu,"杨舒SuSu
粉丝：28.3万 | 影视演员
V指数 文娱领域 23.49分","杨舒SuSu
粉丝：28.3万 | 影视演员
V指数 文娱领域 23.49分"
刘一曈,刘一曈,"刘一曈
粉丝：177.7万 | 演员，作品《蜀山战纪2踏火行歌》《三嫁惹君心》《灵域》
V指数 文娱领域 48.82分","刘一曈
粉丝：177.7万 | 演员，作品《蜀山战纪2踏火行歌》《三嫁惹君心》《灵域》
V指数 文娱领域 48.82分"
邵兵,邵兵,"邵兵
粉丝：364.4万 | 演员
V指数 文娱领域 36.74分","邵兵
粉丝：364.4万 | 演员
V指数 文娱领域 36.74分"
王力宏,王力宏,"王力宏
粉丝：6720.1万 | 歌手导演演员王力宏
V指数 文娱领域 68.05分","王力宏
粉丝：6720.1万 | 歌手导演演员王力宏
V指数 文娱领域 68.05分"
尼格买提·热合曼,No weibo account,No weibo account,No weibo account
古巨基,古巨基LeoKu,"古巨基LeoKu
粉丝：863.7万 | 艺人，歌手
V指数 文娱领域 71.90分","古巨基LeoKu
粉丝：863.7万 | 艺人，歌手
V指数 文娱领域 71.90分"
李冰冰,李冰冰,"李冰冰
粉丝：4228.1万 | 演员，曾获第29届百花奖最佳女主角奖，金马奖最佳女演员奖
V指数 文娱领域 42.18分","李冰冰
粉丝：4228.1万 | 演员，曾获第29届百花奖最佳女主角奖，金马奖最佳女演员奖
V指数 文娱领域 42.18分"
徐洋,徐洋-Andrew,"徐洋-Andrew
演员，代表作电影《紧急救援》电视剧《深海利剑》《青春斗》
粉丝：604.9万","徐洋-Andrew
演员，代表作电影《紧急救援》电视剧《深海利剑》《青春斗》
粉丝：604.9万"
于震,于震,"于震
粉丝：76.7万 | 演员
V指数 文娱领域 33.08分","于震
粉丝：76.7万 | 演员
V指数 文娱领域 33.08分"
于朦胧,于朦胧,"于朦胧
粉丝：2677.8万 | 演员、歌手
V指数 文娱领域 66.49分","于朦胧
粉丝：2677.8万 | 演员、歌手
V指数 文娱领域 66.49分"
CAI,No weibo account,No weibo account,No weibo account
丞磊,丞磊,"丞磊
粉丝：131.2万 | 演员 代表作《虚颜》
V指数 文娱领域 64.25分","丞磊
粉丝：131.2万 | 演员 代表作《虚颜》
V指数 文娱领域 64.25分"
黄灿灿,黄灿灿acan,"黄灿灿acan
粉丝：611.4万 | 演员
V指数 文娱领域 65.08分","黄灿灿acan
粉丝：611.4万 | 演员
V指数 文娱领域 65.08分"
陈芳彤,陈芳彤,"陈芳彤
粉丝：162万 | 上海飞宝文化传媒有限公司演员
V指数 文娱领域 60.66分","陈芳彤
粉丝：162万 | 上海飞宝文化传媒有限公司演员
V指数 文娱领域 60.66分"
沈涛,沈涛,"沈涛
美食家｜品牌策划人｜资深餐饮行业顾问｜财经评论员（本帐号经自行申请，已于2023年3月14日起去V）
粉丝：48.8万","沈涛
美食家｜品牌策划人｜资深餐饮行业顾问｜财经评论员（本帐号经自行申请，已于2023年3月14日起去V）
粉丝：48.8万"
刘佳,No weibo account,No weibo account,No weibo account
袁伟豪,benjamin袁伟豪,"benjamin袁伟豪
粉丝：156.6万 | TVB演员2007年香港先生冠军，代表作品《无间道》等
V指数 文娱领域 53.80分","benjamin袁伟豪
粉丝：156.6万 | TVB演员2007年香港先生冠军，代表作品《无间道》等
V指数 文娱领域 53.80分"
张颜齐,张颜齐,"张颜齐
粉丝：907.7万 | 歌手、音乐人
V指数 文娱领域 77.28分","张颜齐
粉丝：907.7万 | 歌手、音乐人
V指数 文娱领域 77.28分"
上海彩虹室内合唱团,上海彩虹室内合唱团,"上海彩虹室内合唱团
彩虹合唱团官方微博
粉丝：205.4万","上海彩虹室内合唱团
彩虹合唱团官方微博
粉丝：205.4万"
高煜霏,高煜霏,"高煜霏
演员 高煜霏
粉丝：114.9万","高煜霏
演员 高煜霏
粉丝：114.9万"
宁浩,No weibo account,No weibo account,No weibo account
郁葱,郁葱,"郁葱
诗人，鲁迅文学奖获得者
粉丝：12.7万","郁葱
诗人，鲁迅文学奖获得者
粉丝：12.7万"
周子其,周子其-,"周子其-
模特｜拍摄请私信
粉丝：1.6万","周子其-
模特｜拍摄请私信
粉丝：1.6万"
蒋敦豪,种地吧蒋敦豪,"种地吧蒋敦豪
粉丝：167.2万 | 《种地吧》嘉宾
V指数 文娱领域 67.53分","种地吧蒋敦豪
粉丝：167.2万 | 《种地吧》嘉宾
V指数 文娱领域 67.53分"
